coverage_id,cm4di_id,cm4di_label,cm4di_type,domain_id,primary_domain,stereotype_or_semantic_type,definition_status,source_family,source_id,source_title,external_construct_id,external_construct_label,support_type,mapping_predicate,confidence,source_locator,conflict_or_gap,baseline_evidence_basis,cq_ids,coverage_status,notes
COV-0023,CM4DI-C0023,AuthorizationContext,Core,CM4DI-D0007,Authorization,situation,documented,,,,,,,,,,GateB NC022; ISO/AuthZEN; IAM conditions,CQ0017,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0024,CM4DI-C0024,AuthorizationResult,Core,CM4DI-D0007,Authorization,kind,documented,,,,,,,,,,GateB NC023; baseline; AuthZEN/XACML,CQ0018,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0025,CM4DI-C0025,Principal,Core,CM4DI-D0007,Authorization,roleMixin,documented,,,,,,,,,,GateB NC024; AWS; Entra; Google; Kubernetes,CQ0016;CQ0020;CQ0021;CQ0027,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0026,CM4DI-C0026,Resource,Core,CM4DI-D0007,Authorization,roleMixin,documented,,,,,,,,,,GateB NC019; ISO 29146; AuthZEN,CQ0016;CQ0019;CQ0020,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0027,CM4DI-C0027,Action,Core,CM4DI-D0007,Authorization,kind,documented,,,,,,,,,,GateB NC020; AuthZEN; XACML,CQ0016;CQ0019,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0028,CM4DI-C0028,Permission,Core,CM4DI-D0007,Authorization,kind,documented,,,,,,,,,,GateB NC025; IAM; standards,CQ0019;CQ0020,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0029,CM4DI-C0029,AccessGrant,Core,CM4DI-D0007,Authorization,relator,documented,AWS;Google Cloud,CM4DI-MAP0003;CM4DI-MAP0009,,,,implements/related,medium,,,GateB NC026; AWS/Entra/Google IAM assignments,CQ0020;CQ0029,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0030,CM4DI-C0030,Delegation,Core,CM4DI-D0007,Authorization,relator,documented,RFC 8693,CM4DI-MAP0051,,,,implements/related,medium,,,GateB NC027; RFC8693; agent evidence; academic,CQ0021;CQ0029,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0031,CM4DI-C0031,TrustAssessment,Core,CM4DI-D0014,Trust Governance,kind,documented,,,,,,,,,,GateB NC029; ONTrust alignment; academic; government,CQ0022;CQ0023,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0032,CM4DI-C0032,TrustReference,Core,CM4DI-D0014,Trust Governance,kind,documented,,,,,,,,,,baseline; GateB NC029,CQ0022,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0033,CM4DI-C0033,RelyingParty,Core,CM4DI-D0009,Federation,roleMixin,documented,,,,,,,,,,GateB NC030; NIST; OIDC; WebAuthn,CQ0032,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0034,CM4DI-C0034,Verifier,Core,CM4DI-D0003,Identity Evidence,roleMixin,documented,,,,,,,,,,GateB NC031; NIST; VC; ISO,CQ0026;CQ0032,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0035,CM4DI-C1001,Account,Extension,CM4DI-D0008,Identity Administration,kind,documented,AWS,CM4DI-MAP0001,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0036,CM4DI-C1002,UserProfile,Extension,CM4DI-D0008,Identity Administration,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0037,CM4DI-C1003,IdentitySource,Extension,CM4DI-D0008,Identity Administration,roleMixin,documented,Okta,CM4DI-MAP0010,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0038,CM4DI-C1004,AuthoritativeIdentitySource,Extension,CM4DI-D0008,Identity Administration,roleMixin,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0039,CM4DI-C1005,IdentityStore,Extension,CM4DI-D0008,Identity Administration,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0040,CM4DI-C1006,AdministrativeDomain,Extension,CM4DI-D0008,Identity Administration,kind,documented,Keycloak;PingOne,CM4DI-MAP0016;CM4DI-MAP0017,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0041,CM4DI-C1007,Application,Extension,CM4DI-D0008,Identity Administration,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0042,CM4DI-C1008,ApplicationRegistration,Extension,CM4DI-D0008,Identity Administration,kind,documented,Microsoft Entra,CM4DI-MAP0005,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0043,CM4DI-C1009,Federation,Extension,CM4DI-D0009,Federation,relator,documented,OASIS SAML;OpenID Connect,CM4DI-MAP0013;CM4DI-MAP0014,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0044,CM4DI-C1010,FederationConnection,Extension,CM4DI-D0009,Federation,relator,documented,Auth0,CM4DI-MAP0015,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0045,CM4DI-C1011,IdentityBroker,Extension,CM4DI-D0009,Federation,roleMixin,documented,Keycloak,CM4DI-MAP0011,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0046,CM4DI-C1012,Provisioning,Extension,CM4DI-D0008,Identity Administration,event,documented,IETF SCIM,CM4DI-MAP0012,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0047,CM4DI-C1013,ProvisioningConnection,Extension,CM4DI-D0008,Identity Administration,relator,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0048,CM4DI-C1014,AttributeMapping,Extension,CM4DI-D0008,Identity Administration,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0049,CM4DI-C1015,Session,Extension,CM4DI-D0006,Authentication,relator,documented,AWS,CM4DI-MAP0004,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0050,CM4DI-C1016,PermissionBundle,Extension,CM4DI-D0007,Authorization,kind,documented,AWS;Google Cloud,CM4DI-MAP0002;CM4DI-MAP0008,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0051,CM4DI-C1017,AccessPolicy,Extension,CM4DI-D0007,Authorization,kind,documented,Microsoft Entra,CM4DI-MAP0006,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0052,CM4DI-C1018,AccessCondition,Extension,CM4DI-D0007,Authorization,kind,documented,Microsoft Entra,CM4DI-MAP0007,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0053,CM4DI-C1019,AccessGroup,Extension,CM4DI-D0007,Authorization,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0054,CM4DI-C1020,GroupMembership,Extension,CM4DI-D0007,Authorization,relator,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0055,CM4DI-C2001,Issuer,Extension,CM4DI-D0005,Credential Management,roleMixin,documented,W3C VC 2.0,CM4DI-MAP0021,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0056,CM4DI-C2002,Holder,Extension,CM4DI-D0010,Credential Exchange,roleMixin,documented,W3C VC 2.0,CM4DI-MAP0022,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0057,CM4DI-C2003,CredentialPresentationVerifier,Extension,CM4DI-D0010,Credential Exchange,roleMixin,documented,W3C VC 2.0,CM4DI-MAP0023,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0058,CM4DI-C2004,Wallet,Extension,CM4DI-D0010,Credential Exchange,roleMixin,documented,OpenID4VC,CM4DI-MAP0028,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0059,CM4DI-C2005,HolderService,Extension,CM4DI-D0010,Credential Exchange,roleMixin,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0060,CM4DI-C2006,CredentialPresentation,Extension,CM4DI-D0010,Credential Exchange,event,documented,OpenID4VP,CM4DI-MAP0029,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0061,CM4DI-C2007,PresentationRequest,Extension,CM4DI-D0010,Credential Exchange,kind,documented,OpenID4VP,CM4DI-MAP0030,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0062,CM4DI-C2008,Controller,Extension,CM4DI-D0010,Credential Exchange,roleMixin,documented,W3C DID Core,CM4DI-MAP0025,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0063,CM4DI-C2009,VerificationMethod,Extension,CM4DI-D0010,Credential Exchange,kind,documented,W3C DID/Controlled Identifiers,CM4DI-MAP0026,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0064,CM4DI-C2010,VerifiableDataRegistry,Extension,CM4DI-D0010,Credential Exchange,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0065,CM4DI-C2011,SelectiveDisclosure,Extension,CM4DI-D0010,Credential Exchange,mode,documented,W3C VC ecosystem,CM4DI-MAP0032,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0066,CM4DI-C2012,VerifiablePresentation,Extension,CM4DI-D0010,Credential Exchange,kind,documented,W3C VC 2.0,CM4DI-MAP0020,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0067,CM4DI-C3001,Workload,Extension,CM4DI-D0011,Workload Identity,kind,documented,Google Cloud,CM4DI-MAP0047,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0068,CM4DI-C3002,RuntimeInstance,Extension,CM4DI-D0011,Workload Identity,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0069,CM4DI-C3003,ServiceAccount,Extension,CM4DI-D0011,Workload Identity,kind,documented,Kubernetes;Google Cloud,CM4DI-MAP0040;CM4DI-MAP0046,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0070,CM4DI-C3004,ServicePrincipal,Extension,CM4DI-D0011,Workload Identity,roleMixin,documented,Microsoft Entra,CM4DI-MAP0042,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0071,CM4DI-C3005,ManagedIdentity,Extension,CM4DI-D0011,Workload Identity,roleMixin,documented,Microsoft Entra,CM4DI-MAP0043,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0072,CM4DI-C3006,Device,Extension,CM4DI-D0012,Device Identity,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0073,CM4DI-C3007,DeviceIdentityRecord,Extension,CM4DI-D0012,Device Identity,kind,documented,Microsoft Entra,CM4DI-MAP0044,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0074,CM4DI-C3008,NodeAttestation,Extension,CM4DI-D0011,Workload Identity,event,documented,SPIRE,CM4DI-MAP0039,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0075,CM4DI-C3009,WorkloadAttestation,Extension,CM4DI-D0011,Workload Identity,event,documented,SPIRE,CM4DI-MAP0038,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0076,CM4DI-C3010,TrustDomain,Extension,CM4DI-D0011,Workload Identity,kind,documented,SPIFFE,CM4DI-MAP0036,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0077,CM4DI-C3011,TrustBundle,Extension,CM4DI-D0011,Workload Identity,kind,documented,SPIFFE,CM4DI-MAP0037,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0078,CM4DI-C3012,SVID,Extension,CM4DI-D0011,Workload Identity,kind,documented,SPIFFE,CM4DI-MAP0035,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0079,CM4DI-C3013,TemporaryCredential,Extension,CM4DI-D0011,Workload Identity,kind,documented,Kubernetes,CM4DI-MAP0041,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0080,CM4DI-C3014,TokenExchange,Extension,CM4DI-D0011,Workload Identity,event,documented,Google Cloud,CM4DI-MAP0045,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0081,CM4DI-C3015,SoftwareAgent,Extension,CM4DI-D0013,Agent Identity,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0082,CM4DI-C3016,AIAgent,Extension,CM4DI-D0013,Agent Identity,subkind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0083,CM4DI-C3017,AgentIdentity,Extension,CM4DI-D0013,Agent Identity,kind,documented,Microsoft Entra Agent ID;AWS AgentCore,CM4DI-MAP0048;CM4DI-MAP0050,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0084,CM4DI-C3018,AgentSponsor,Extension,CM4DI-D0013,Agent Identity,roleMixin,documented,Microsoft Entra Agent ID,CM4DI-MAP0049,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0085,CM4DI-C4001,TrustFramework,Extension,CM4DI-D0014,Trust Governance,kind,documented,eIDAS/EUDI;UK Government;DIACC,CM4DI-MAP0055;CM4DI-MAP0059;CM4DI-MAP0062,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0086,CM4DI-C4002,GovernanceFramework,Extension,CM4DI-D0014,Trust Governance,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0087,CM4DI-C4003,TrustRegistry,Extension,CM4DI-D0014,Trust Governance,kind,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0088,CM4DI-C4004,TrustedList,Extension,CM4DI-D0014,Trust Governance,kind,documented,eIDAS,CM4DI-MAP0058,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0089,CM4DI-C4005,TrustAnchor,Extension,CM4DI-D0014,Trust Governance,roleMixin,documented,OpenID Federation 1.1,CM4DI-MAP0065,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0090,CM4DI-C4006,TrustChain,Extension,CM4DI-D0014,Trust Governance,kind,documented,OpenID Federation 1.1,CM4DI-MAP0066,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0091,CM4DI-C4007,GovernanceAuthority,Extension,CM4DI-D0014,Trust Governance,roleMixin,documented,Government frameworks,CM4DI-MAP0064,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0092,CM4DI-C4008,Registrar,Extension,CM4DI-D0014,Trust Governance,roleMixin,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0093,CM4DI-C4009,Regulator,Extension,CM4DI-D0014,Trust Governance,roleMixin,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0094,CM4DI-C4010,ConformityAssessmentBody,Extension,CM4DI-D0014,Trust Governance,roleMixin,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0095,CM4DI-C4011,Certification,Extension,CM4DI-D0014,Trust Governance,event,documented,UK Government,CM4DI-MAP0060,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0096,CM4DI-C4012,Accreditation,Extension,CM4DI-D0014,Trust Governance,event,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0097,CM4DI-C4013,EcosystemParticipation,Extension,CM4DI-D0014,Trust Governance,relator,documented,Australia Digital ID,CM4DI-MAP0063,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0098,CM4DI-C4014,ParticipantStatus,Extension,CM4DI-D0014,Trust Governance,mode,documented,,,,,,,,,,profile registry + mapping registry,,source-support-needs-reverse-audit,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0099,CM4DI-C4015,LegalIdentity,Extension,CM4DI-D0015,Government Identity,kind,documented,World Bank ID4D,CM4DI-MAP0068,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0100,CM4DI-C4016,PersonIdentificationData,Extension,CM4DI-D0015,Government Identity,kind,documented,EUDI,CM4DI-MAP0056,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0101,CM4DI-C4017,GovernmentAttestation,Extension,CM4DI-D0015,Government Identity,kind,documented,eIDAS/EUDI;EUDI,CM4DI-MAP0033;CM4DI-MAP0057,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
COV-0102,CM4DI-C4018,IdentityServiceProvider,Extension,CM4DI-D0015,Government Identity,roleMixin,documented,NIST/UK/Canada/Australia,CM4DI-MAP0067,,,,implements/related,medium,,,profile registry + mapping registry,,mapped-support-present,Publication-grade support/conflict/no-correspondence closure under #140.
